what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162157014
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1410162161440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162163900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162164295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162164988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1410162169116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162169397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162180331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162181807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162182053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162182966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162184651
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410162194231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410162194705
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410162195009
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162196538
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162197406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410162197573
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1410162212859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162215928
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1410162222621
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410162223628
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410162240693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1410162279290
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162280507
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1410162283121
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410162283678
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410162289070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162298300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162337383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162360865
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410162362600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162364228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162371205
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410162371272
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410162371319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162386904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162398017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162490794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162525781
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1410162531930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162567085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162573399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162577726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162581929
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410162635084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162636802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164651957
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410164653754
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164749501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164758803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164762538
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164766302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164781525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164782725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164782764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164783705
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410164789455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164790654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164791835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164841083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410164881376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410165051990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410165053023
